step_count,total_count,cars_length,carNum0,carNum1,carNum2,bunsan,shelters[0].battery,shelters[1].battery,shelters[2].battery
944,21073,60,19,20,21,3489632705.4392,288137,299515,300601,,,,11,
944,21073,60,19,20,21,3489632705.4392,288137,299515,300601,,,,12,
1037,19699,60,19,13,28,1119397220242.1,288137,195163,406434,,,,12,
944,19943,60,19,16,25,347541562558.51,288137,230625,370731,,,,12,
1027,20253,60,19,16,25,277927094845.46,288137,252694,348320,,,,12,
1037,19699,60,19,13,28,1119397220242.1,288137,195163,406434,,,,12,
944,19519,60,19,12,29,1192705020077.1,288137,176098,425727,,,,12,
1124,20393,60,19,17,24,271124245871.89,288137,249751,351105,,,,12,
1121,20212,60,19,16,25,385572025055.52,288137,238917,362130,,,,12,
944,21073,60,19,20,21,3489632705.4392,288137,299515,300601,,,,12,
944,20812,60,19,19,22,3128395535.3281,288137,299177,301175,,,,12,
1032,20244,60,19,16,25,277722523304.86,288137,252729,348320,,,,12,
944,20065,60,19,15,26,315239948337.13,288137,233625,367613,,,,12,
914,8529,30,6,12,12,198370613103.59,88318,179214,177742,,,,11,
1243,9182,30,8,12,10,119753136402.24,118590,179214,146999,,,,11,
914,9187,30,8,12,10,81385429563.596,126393,179214,139207,,,,11,
914,9187,30,8,12,10,81385429563.596,126393,179214,139207,,,,11,
914,9187,30,8,12,10,81385429563.596,126393,179214,139207,,,,11,
914,9187,30,8,12,10,81385429563.596,126393,179214,139207,,,,11,
914,9187,30,8,12,10,81385429563.596,126393,179214,139207,,,,11,
914,9187,30,8,12,10,81385429563.596,126393,179214,139207,,,,11,
914,9187,30,8,12,10,81385429563.596,126393,179214,139207,,,,11,
914,9187,30,8,12,10,81385429563.596,126393,179214,139207,,,,11,
914,9187,30,8,12,10,81385429563.596,126393,179214,139207,,,,11,
914,9187,30,8,12,10,81385429563.596,126393,179214,139207,,,,11,
914,9187,30,8,12,10,81385429563.596,126393,179214,139207,,,,11,
914,9187,30,8,12,10,81385429563.596,126393,179214,139207,,,,11,
914,9186,30,8,12,10,81379452723.473,126397,179214,139207,,,,11,
914,9187,30,8,12,10,81381722414.875,126395,179214,139207,,,,11,
914,9186,30,8,12,10,81379452723.473,126397,179214,139207,,,,11,
914,9189,30,8,12,10,81384396184.767,126394,179214,139207,,,,11,
914,9185,30,8,12,10,81382755717.937,126395,179214,139207,,,,11,
914,9187,30,8,12,10,81385429563.596,126393,179214,139207,,,,11,
914,9197,30,8,12,10,81388695766.611,126391,179214,139207,,,,11,
914,9197,30,8,12,10,81388695766.611,126391,179214,139207,,,,11,
914,9197,30,8,12,10,81388695766.611,126391,179214,139207,,,,11,
914,9197,30,8,12,10,81388695766.611,126391,179214,139207,,,,11,
914,9181,30,7,12,11,108097137218.26,107627,179214,157995,,,,11,
914,9182,30,7,12,11,108093020570.36,107629,179214,157995,,,,11,
1242,9491,30,9,12,9,81845307065.747,137384,179214,127984,,,,11,
1242,9491,30,9,12,9,81845307065.747,137384,179214,127984,,,,11,
